Status,Age Group,Education,Industry,Location,AI Risk,Years of Experience,Monthly Salary (INR),Date Recorded
Employed,35-44,Phd,Tech ,Mumbai,Low,16.0,69800.0,8/20/2026
Employed,35-44,Master,Healthcare,Rural,High,16.0,39000.0,8/21/2026
Unemployed,18-24,Bachelor'S,Retail,Urban,Moderate,16.0,85800.0,8/22/2026
Employed,55+,Diploma,Retail,Rural,High,15.0,56400.0,8/23/2026
Unemployed,25-34,High School,Retail,Urban,Low,10.0,78100.0,8/24/2026
Employed,18-24,Masters,Retail,Rural,High,16.0,46100.0,8/25/2026
Unemployed,45-54,Not Provided, Fintech,Not Provided,High,16.0,36400.0,8/26/2026
Unemployed,35-44,Bachelors,Technology,Delhi,High,16.0,12500.0,8/27/2026
Unemployed,18-24,Masters,Retail,Delhi,Moderate,18.0,91800.0,8/28/2026
Unemployed,18-24,Master,Healthcare,Bangalore,Low,16.0,83800.0,8/29/2026
Employed,55+,Diploma,Education,Mumbai,Low,16.0,76886.0,8/30/2026
Employed,25-34,High School,Education,Not Provided,High,16.0,64900.0,8/31/2026
Unemployed,18-24,Bachelors, Fintech,Urban,High,21.0,100700.0,9/1/2026
Employed,18-24,High School,Healthcare,Rural,High,16.0,66400.0,9/2/2026
Unemployed,25-34,Bachelor'S,Tech ,Mumbai,Moderate,11.0,92000.0,9/3/2026
Unemployed,18-24,Ph.D,Education,Suburban,Moderate,16.0,55500.0,9/4/2026
Unemployed,55+,Ph.D,Education,Rural,Moderate,18.0,12700.0,9/5/2026
Employed,45-54,Diploma,Technology,Suburban,High,18.0,44400.0,9/6/2026
Unemployed,18-24,Master,Healthcare,Rural,Low,8.0,116200.0,9/7/2026
Employed,18-24,Phd,Finance,Not Provided,Moderate,16.0,73900.0,9/8/2026
Employed,18-24,High School,Retail,Not Provided,High,16.0,85700.0,9/9/2026
Unemployed,35-44,Diploma,Education,Mumbai,High,16.0,76886.0,9/10/2026
Employed,18-24,High School,Finance,Not Provided,High,16.0,76886.0,9/11/2026
Employed,18-24,Masters,Retail,Bangalore,Low,16.0,85300.0,9/12/2026
Employed,55+,Not Provided,Retail,Suburban,High,16.0,93500.0,9/13/2026
Unemployed,35-44,Master,Retail,Delhi,High,3.0,88100.0,9/14/2026
Employed,25-34,Ph.D, Fintech,Bangalore,High,16.0,76886.0,9/15/2026
Employed,45-54,Masters,Retail,Urban,High,18.0,76886.0,9/16/2026
Unemployed,45-54,Bachelor'S,Healthcare,Rural,Moderate,13.0,72700.0,9/17/2026
Employed,45-54,Masters,Healthcare,Delhi,High,16.0,27300.0,9/18/2026
Unemployed,18-24,Bachelors,Retail,Urban,High,26.0,127000.0,9/19/2026
Unemployed,25-34,High School, Fintech,Urban,Low,16.0,57900.0,9/20/2026
Employed,18-24,Masters,Healthcare,Mumbai,Medium,16.0,11000.0,9/21/2026
Unemployed,45-54,High School,Healthcare,Bangalore,Medium,8.0,42200.0,9/22/2026
Unemployed,18-24,Not Provided,Healthcare,Delhi,Moderate,20.0,76886.0,9/23/2026
Unemployed,18-24,High School,Retail,Urban,High,16.0,49000.0,9/24/2026
Employed,25-34,Masters,Retail,Mumbai,Low,9.0,19100.0,9/25/2026
Unemployed,18-24,Ph.D,Education,Delhi,Moderate,16.0,76886.0,9/26/2026
Employed,55+,Diploma, Fintech,Bangalore,Low,16.0,76886.0,9/27/2026
Unemployed,18-24,Phd,Retail,Delhi,Medium,18.0,75900.0,9/28/2026
Employed,25-34,Bachelors,Retail,Rural,High,16.0,118400.0,9/29/2026
Unemployed,18-24,Master,Tech ,Urban,Low,16.0,76886.0,9/30/2026
Employed,25-34,Ph.D,Retail,Mumbai,Low,16.0,131100.0,10/1/2026
Unemployed,18-24,Diploma, Fintech,Delhi,Medium,16.0,76886.0,10/2/2026
Unemployed,18-24,Not Provided,Retail,Suburban,Low,16.0,126100.0,10/3/2026
Employed,25-34,Master,Finance,Delhi,High,22.0,71500.0,10/4/2026
Employed,18-24,High School,Education,Not Provided,Moderate,6.0,45400.0,10/5/2026
Employed,45-54,Not Provided,Healthcare,Mumbai,Medium,5.0,75400.0,10/6/2026
Unemployed,45-54,Ph.D,Retail,Delhi,High,16.0,92500.0,10/7/2026
Unemployed,18-24,Bachelor'S,Tech ,Delhi,Low,28.0,39500.0,10/8/2026
Employed,18-24,Bachelor'S,Retail,Rural,Low,16.0,45200.0,10/9/2026
Unemployed,25-34,Bachelor'S,Education,Rural,Low,24.0,76886.0,10/10/2026
Employed,55+,Bachelor'S,Retail,Mumbai,Low,16.0,135200.0,10/11/2026
Employed,18-24,Diploma,Education,Delhi,Low,16.0,44600.0,10/12/2026
Employed,18-24,Diploma,Education,Rural,Low,20.0,96900.0,10/13/2026
Unemployed,18-24,Bachelors,Technology,Not Provided,High,20.0,94400.0,10/14/2026
Employed,25-34,Master,Health,Hyderabad,High,25.0,9800.0,10/15/2026
Employed,55+,Bachelors,Technology,Hyderabad,High,16.0,76886.0,10/16/2026
Employed,55+,Phd, Fintech,Mumbai,Low,16.0,114400.0,10/17/2026
Employed,18-24,Diploma,Health,Urban,High,16.0,118000.0,10/18/2026
Unemployed,18-24,High School,Finance,Bangalore,Medium,16.0,76886.0,10/19/2026
Employed,55+,Not Provided,Retail,Suburban,Medium,16.0,19900.0,10/20/2026
Employed,45-54,Not Provided,Retail,Mumbai,High,2.0,76886.0,10/21/2026
Employed,25-34,High School,Retail,Mumbai,Low,5.0,133700.0,10/22/2026
Unemployed,25-34,Phd,Retail,Urban,Medium,16.0,76886.0,10/23/2026
Employed,18-24,Bachelors,Retail,Urban,Low,3.0,62000.0,10/24/2026
Employed,25-34,Not Provided,Tech ,Urban,High,19.0,76886.0,10/25/2026
Unemployed,18-24,Phd,Retail,Not Provided,Low,21.0,141000.0,10/26/2026
Unemployed,18-24,Bachelor'S,Technology,Urban,High,16.0,58500.0,10/27/2026
Employed,18-24,High School,Retail,Urban,Moderate,20.0,15600.0,10/28/2026
Employed,45-54,Master,Health,Hyderabad,High,16.0,12600.0,10/29/2026
Unemployed,45-54,High School,Retail,Not Provided,Medium,26.0,39400.0,10/30/2026
Unemployed,18-24,High School,Technology,Suburban,Moderate,30.0,52100.0,10/31/2026
Unemployed,55+,Bachelors,Education,Bangalore,High,16.0,18500.0,11/1/2026
Unemployed,18-24,Bachelors,Health,Bangalore,Low,16.0,95300.0,11/2/2026
Employed,18-24,Masters, Fintech,Urban,High,30.0,68900.0,11/3/2026
Unemployed,18-24,Ph.D,Finance,Urban,Medium,0.0,80500.0,11/4/2026
Employed,35-44,Bachelor'S,Health,Rural,Low,10.0,76886.0,11/5/2026
Employed,25-34,High School,Finance,Urban,Low,16.0,52500.0,11/6/2026
Unemployed,18-24,Diploma, Fintech,Urban,High,20.0,80400.0,11/7/2026
Unemployed,45-54,Master,Health,Delhi,High,16.0,74800.0,11/8/2026
Employed,18-24,High School,Retail,Bangalore,High,16.0,141700.0,11/9/2026
Unemployed,25-34,Not Provided,Tech ,Suburban,High,16.0,76886.0,11/10/2026
Unemployed,35-44,High School,Retail,Hyderabad,High,16.0,14000.0,11/11/2026
Unemployed,18-24,Diploma,Education,Rural,Medium,16.0,76886.0,11/12/2026
Employed,55+,Bachelors,Retail,Not Provided,Moderate,16.0,76886.0,11/13/2026
Employed,25-34,Phd,Healthcare,Suburban,High,8.0,45700.0,11/14/2026
Unemployed,18-24,High School, Fintech,Urban,Low,16.0,44000.0,11/15/2026
Unemployed,18-24,Master,Technology,Mumbai,Medium,16.0,126100.0,11/16/2026
Unemployed,18-24,High School,Finance,Suburban,Low,16.0,76886.0,11/17/2026
Unemployed,18-24,Ph.D,Retail,Mumbai,Moderate,16.0,141500.0,11/18/2026
Unemployed,18-24,Master,Healthcare,Urban,Medium,16.0,9700.0,11/19/2026
Unemployed,35-44,Bachelor'S,Retail,Urban,High,16.0,30500.0,11/20/2026
Unemployed,35-44,High School,Retail,Rural,Low,5.0,63300.0,11/21/2026
Employed,55+,Diploma,Technology,Hyderabad,High,24.0,100000.0,11/22/2026
Unemployed,25-34,Diploma,Retail,Bangalore,High,16.0,145200.0,11/23/2026
Unemployed,18-24,High School, Fintech,Mumbai,Low,16.0,76886.0,11/24/2026
Employed,45-54,Phd, Fintech,Not Provided,High,24.0,22000.0,11/25/2026
Employed,18-24,High School,Health,Urban,High,12.0,76886.0,11/26/2026
Unemployed,18-24,Bachelor'S,Tech ,Suburban,High,16.0,116100.0,11/27/2026
Unemployed,18-24,Phd,Health,Rural,Low,24.0,122900.0,11/28/2026
Unemployed,18-24,Not Provided,Retail,Suburban,High,22.0,19800.0,11/29/2026
Unemployed,18-24,Masters,Healthcare,Hyderabad,Low,16.0,76886.0,11/30/2026
Employed,18-24,Phd,Health,Rural,High,16.0,123600.0,12/1/2026
Employed,18-24,Not Provided,Finance,Suburban,Medium,16.0,27300.0,12/2/2026
Employed,25-34,Masters, Fintech,Hyderabad,Moderate,16.0,11500.0,12/3/2026
Employed,55+,Master,Retail,Bangalore,High,23.0,76200.0,12/4/2026
Unemployed,25-34,High School,Tech ,Bangalore,Low,30.0,103900.0,12/5/2026
Unemployed,55+,High School,Technology,Mumbai,High,13.0,58900.0,12/6/2026
Employed,18-24,Ph.D,Tech ,Hyderabad,High,16.0,44900.0,12/7/2026
Unemployed,25-34,Bachelors,Healthcare,Not Provided,High,18.0,122600.0,12/8/2026
Unemployed,25-34,High School,Finance,Suburban,Low,30.0,19300.0,12/9/2026
Employed,25-34,Diploma, Fintech,Delhi,Moderate,16.0,11700.0,12/10/2026
Employed,18-24,Ph.D,Retail,Rural,Moderate,16.0,117200.0,12/11/2026
Unemployed,18-24,Ph.D,Education,Hyderabad,Medium,16.0,143100.0,12/12/2026
Employed,25-34,Bachelors,Retail,Urban,Medium,16.0,98200.0,12/13/2026
Employed,45-54,Diploma,Technology,Bangalore,High,30.0,109500.0,12/14/2026
Employed,18-24,Diploma,Finance,Mumbai,High,28.0,124100.0,12/15/2026
Unemployed,18-24,High School,Retail,Delhi,High,1.0,10700.0,12/16/2026
Employed,55+,Ph.D,Healthcare,Urban,High,16.0,58300.0,12/17/2026
Unemployed,18-24,Master,Education,Bangalore,Low,5.0,76886.0,12/18/2026
Unemployed,55+,Diploma,Retail,Mumbai,Moderate,16.0,132200.0,12/19/2026
Unemployed,18-24,Ph.D,Tech ,Suburban,High,16.0,76886.0,12/20/2026
Employed,35-44,Masters,Retail,Rural,Low,3.0,141500.0,12/21/2026
Unemployed,35-44,Not Provided,Healthcare,Urban,Moderate,10.0,142300.0,12/22/2026
Employed,18-24,Bachelors,Tech ,Bangalore,Moderate,16.0,76886.0,12/23/2026
Employed,18-24,Not Provided,Tech ,Bangalore,High,7.0,107400.0,12/24/2026
Employed,25-34,Bachelors,Retail,Mumbai,Low,6.0,31200.0,12/25/2026
Unemployed,18-24,Phd,Finance,Hyderabad,Low,25.0,76500.0,12/26/2026
Employed,18-24,Masters,Education,Hyderabad,Low,16.0,72700.0,12/27/2026
Employed,45-54,Master,Health,Rural,Low,6.0,60300.0,12/28/2026
Employed,45-54,High School,Retail,Urban,Low,12.0,113500.0,12/29/2026
Unemployed,18-24,Not Provided,Tech ,Hyderabad,Moderate,28.0,51000.0,12/30/2026
Employed,25-34,Bachelor'S,Technology,Delhi,Low,29.0,146700.0,12/31/2026
Unemployed,18-24,Phd,Finance,Urban,High,16.0,34300.0,1/1/2027
Employed,25-34,Masters,Tech ,Hyderabad,High,24.0,27900.0,1/2/2027
Employed,45-54,Phd,Healthcare,Urban,Low,4.0,76886.0,1/3/2027
Employed,45-54,Master,Retail,Delhi,High,1.0,51500.0,1/4/2027
Unemployed,35-44,Masters,Retail,Bangalore,Low,16.0,32800.0,1/5/2027
Employed,25-34,Master,Retail,Bangalore,Moderate,4.0,97900.0,1/6/2027
Unemployed,18-24,Masters, Fintech,Rural,High,16.0,104200.0,1/7/2027
Employed,35-44,Ph.D,Education,Hyderabad,High,16.0,76886.0,1/8/2027
Employed,18-24,Master, Fintech,Rural,Low,27.0,61300.0,1/9/2027
Unemployed,25-34,Bachelor'S,Retail,Bangalore,High,18.0,76886.0,1/10/2027
Unemployed,18-24,Bachelor'S, Fintech,Suburban,High,14.0,119300.0,1/11/2027
Unemployed,18-24,Ph.D,Health,Urban,Moderate,25.0,22100.0,1/12/2027
Employed,18-24,Ph.D,Tech ,Rural,Low,16.0,46100.0,1/13/2027
Unemployed,55+,High School,Healthcare,Urban,Low,16.0,76886.0,1/14/2027
Unemployed,25-34,High School,Retail,Suburban,High,16.0,28700.0,1/15/2027
Employed,18-24,Bachelor'S,Retail,Urban,Low,26.0,62700.0,1/16/2027
Unemployed,18-24,High School,Retail,Suburban,Medium,16.0,93000.0,1/17/2027
Employed,18-24,Not Provided,Health,Suburban,Medium,16.0,52300.0,1/18/2027
Unemployed,45-54,Diploma,Retail,Urban,Low,16.0,147000.0,1/19/2027
Unemployed,25-34,Master,Finance,Urban,Low,14.0,76886.0,1/20/2027
Employed,55+,Ph.D,Retail,Urban,High,16.0,78600.0,1/21/2027
Unemployed,18-24,Not Provided,Tech ,Mumbai,Low,16.0,76886.0,1/22/2027
Unemployed,25-34,High School,Retail,Suburban,High,22.0,114600.0,1/23/2027
Employed,55+,Diploma,Tech ,Bangalore,High,16.0,94400.0,1/24/2027
Employed,35-44,Not Provided,Tech ,Suburban,High,13.0,53300.0,1/25/2027
Unemployed,18-24,High School,Retail,Bangalore,Medium,16.0,21400.0,1/26/2027
Unemployed,35-44,Bachelors,Finance,Urban,Low,16.0,135700.0,1/27/2027
Unemployed,45-54,Ph.D,Technology,Bangalore,High,21.0,112400.0,1/28/2027
Unemployed,25-34,High School,Healthcare,Mumbai,Low,18.0,20700.0,1/29/2027
Unemployed,18-24,Bachelor'S,Retail,Hyderabad,Medium,16.0,76886.0,1/30/2027
Employed,45-54,High School,Tech ,Suburban,High,16.0,50100.0,1/31/2027
Employed,18-24,Bachelors,Technology,Hyderabad,Medium,16.0,113000.0,2/1/2027
Unemployed,35-44,High School,Retail,Mumbai,High,16.0,76886.0,2/2/2027
Employed,35-44,Diploma,Retail,Bangalore,High,16.0,20900.0,2/3/2027
Employed,18-24,Bachelors,Finance,Rural,High,26.0,113400.0,2/4/2027
Unemployed,25-34,Diploma, Fintech,Rural,High,8.0,126000.0,2/5/2027
Employed,18-24,Bachelor'S,Retail,Delhi,Moderate,27.0,136600.0,2/6/2027
Employed,18-24,Bachelors, Fintech,Suburban,Medium,16.0,8400.0,2/7/2027
Employed,25-34,Bachelors,Retail,Urban,Low,18.0,143900.0,2/8/2027
Employed,35-44,Bachelors,Tech ,Hyderabad,High,30.0,9400.0,2/9/2027
Unemployed,18-24,Diploma,Retail,Not Provided,Medium,5.0,76886.0,2/10/2027
Employed,18-24,High School, Fintech,Not Provided,High,9.0,80800.0,2/11/2027
Unemployed,25-34,Masters,Retail,Urban,High,11.0,66000.0,2/12/2027
Employed,25-34,Master,Healthcare,Delhi,Low,17.0,30000.0,2/13/2027
Unemployed,55+,Master,Retail,Urban,Low,16.0,99200.0,2/14/2027
Unemployed,55+,Master,Technology,Urban,High,18.0,146000.0,2/15/2027
Employed,35-44,Phd, Fintech,Rural,High,16.0,57600.0,2/16/2027
Employed,18-24,Diploma,Retail,Urban,High,13.0,95200.0,2/17/2027
Unemployed,45-54,Ph.D,Retail,Rural,Low,20.0,36100.0,2/18/2027
Unemployed,18-24,High School,Technology,Hyderabad,High,16.0,47300.0,2/19/2027
Unemployed,18-24,Master,Education,Urban,High,29.0,103200.0,2/20/2027
Unemployed,35-44,High School,Retail,Urban,High,26.0,76886.0,2/21/2027
Employed,45-54,Bachelor'S,Finance,Hyderabad,Medium,16.0,94000.0,2/22/2027
Employed,55+,Diploma,Retail,Rural,Moderate,16.0,35100.0,2/23/2027
Unemployed,55+,Bachelor'S,Finance,Suburban,High,16.0,104700.0,2/24/2027
Unemployed,35-44,Bachelor'S,Tech ,Mumbai,Moderate,0.0,118800.0,2/25/2027
Employed,18-24,High School, Fintech,Urban,Medium,19.0,114300.0,2/26/2027
Employed,55+,Diploma,Finance,Rural,Moderate,16.0,76886.0,2/27/2027
Employed,35-44,Ph.D,Technology,Not Provided,Medium,24.0,76886.0,2/28/2027
Unemployed,18-24,Ph.D,Finance,Bangalore,Moderate,29.0,76886.0,3/1/2027
Employed,18-24,Diploma,Healthcare,Mumbai,High,16.0,95200.0,3/2/2027
Employed,18-24,Bachelor'S,Retail,Delhi,High,16.0,123900.0,3/3/2027
Employed,25-34,Bachelor'S,Retail,Hyderabad,High,29.0,136500.0,3/4/2027
Unemployed,18-24,Not Provided,Retail,Urban,Medium,12.0,105100.0,3/5/2027
Employed,18-24,High School,Retail,Bangalore,Medium,7.0,85100.0,3/6/2027
Employed,18-24,Phd,Health,Rural,High,7.0,100800.0,3/7/2027
Employed,18-24,Bachelors,Retail,Urban,High,16.0,27200.0,3/8/2027
Unemployed,18-24,Diploma,Technology,Mumbai,Moderate,0.0,51100.0,3/9/2027
Unemployed,55+,Bachelors, Fintech,Rural,High,7.0,79200.0,3/10/2027
Unemployed,45-54,Bachelors,Technology,Hyderabad,High,16.0,10700.0,3/11/2027
Employed,18-24,Diploma,Retail,Hyderabad,Medium,8.0,91300.0,3/12/2027
Unemployed,45-54,Bachelors,Health,Delhi,Low,16.0,65200.0,3/13/2027
Employed,55+,Masters,Retail,Urban,High,13.0,98700.0,3/14/2027
Employed,55+,Bachelors,Technology,Delhi,Medium,16.0,59500.0,3/15/2027
Unemployed,55+,Phd,Tech ,Hyderabad,Low,1.0,138300.0,3/16/2027
Employed,18-24,High School,Retail,Rural,High,9.0,43500.0,3/17/2027
Employed,25-34,Ph.D,Finance,Bangalore,Moderate,16.0,9400.0,3/18/2027
Unemployed,18-24,Not Provided,Tech ,Delhi,Medium,1.0,34800.0,3/19/2027
Employed,45-54,Bachelors,Healthcare,Mumbai,Low,24.0,126400.0,3/20/2027
Unemployed,18-24,High School,Education,Hyderabad,High,16.0,76886.0,3/21/2027
Unemployed,45-54,Bachelor'S,Healthcare,Urban,High,25.0,79900.0,3/22/2027
Unemployed,18-24,Diploma,Education,Hyderabad,High,16.0,69000.0,3/23/2027
Employed,25-34,Ph.D,Healthcare,Not Provided,High,16.0,101400.0,3/24/2027
Unemployed,25-34,High School,Technology,Hyderabad,High,2.0,46000.0,3/25/2027
Unemployed,35-44,High School,Healthcare,Urban,Low,16.0,131800.0,3/26/2027
Unemployed,18-24,High School,Tech ,Mumbai,Low,16.0,149100.0,3/27/2027
Unemployed,18-24,Bachelors,Finance,Mumbai,High,16.0,35600.0,3/28/2027
Employed,25-34,Phd, Fintech,Rural,High,27.0,77100.0,3/29/2027
Unemployed,18-24,Bachelors,Healthcare,Suburban,Medium,16.0,56400.0,3/30/2027
Unemployed,25-34,Bachelor'S,Retail,Mumbai,High,18.0,83000.0,3/31/2027
Employed,18-24,Diploma,Tech ,Suburban,High,10.0,21400.0,4/1/2027
Employed,18-24,High School,Tech ,Mumbai,High,20.0,82600.0,4/2/2027
Employed,55+,Ph.D,Finance,Urban,Low,16.0,106100.0,4/3/2027
Employed,18-24,Diploma,Retail,Bangalore,High,17.0,76886.0,4/4/2027
Employed,25-34,High School, Fintech,Hyderabad,Low,24.0,29900.0,4/5/2027
Unemployed,25-34,Bachelors,Finance,Hyderabad,Moderate,16.0,125600.0,4/6/2027
Employed,45-54,Bachelors, Fintech,Mumbai,Moderate,16.0,76886.0,4/7/2027
Unemployed,55+,Diploma,Health,Hyderabad,Medium,16.0,22700.0,4/8/2027
Unemployed,18-24,High School, Fintech,Hyderabad,High,6.0,138500.0,4/9/2027
Employed,18-24,High School,Education,Bangalore,High,25.0,12100.0,4/10/2027
Employed,45-54,Master,Retail,Rural,Low,6.0,76886.0,4/11/2027
Unemployed,18-24,High School,Finance,Rural,High,1.0,19800.0,4/12/2027
Employed,25-34,High School,Technology,Not Provided,High,16.0,119600.0,4/13/2027
Unemployed,45-54,Not Provided,Retail,Delhi,Low,16.0,22500.0,4/14/2027
Employed,35-44,Bachelor'S,Retail,Rural,High,16.0,149300.0,4/15/2027
Employed,25-34,High School,Retail,Urban,Low,12.0,109300.0,4/16/2027
Employed,18-24,Bachelors,Education,Not Provided,High,16.0,112600.0,4/17/2027
Employed,25-34,Diploma,Technology,Mumbai,Low,15.0,132900.0,4/18/2027
Employed,25-34,Phd,Health,Urban,Medium,16.0,76886.0,4/19/2027
Unemployed,18-24,Ph.D, Fintech,Mumbai,High,16.0,57400.0,4/20/2027
Employed,35-44,Not Provided,Retail,Mumbai,Moderate,1.0,54900.0,4/21/2027
Unemployed,45-54,High School,Retail,Mumbai,Medium,16.0,76886.0,4/22/2027
Unemployed,25-34,Ph.D,Healthcare,Suburban,Medium,7.0,68300.0,4/23/2027
Employed,35-44,High School,Retail,Bangalore,Low,17.0,68700.0,4/24/2027
Unemployed,25-34,Phd,Healthcare,Urban,Low,10.0,90800.0,4/25/2027
Employed,45-54,Master,Retail,Urban,High,16.0,91400.0,4/26/2027
Unemployed,18-24,Master,Retail,Suburban,Low,29.0,115000.0,4/27/2027
Employed,18-24,Bachelor'S,Retail,Urban,High,5.0,87200.0,4/28/2027
Unemployed,35-44,Not Provided, Fintech,Rural,High,16.0,100100.0,4/29/2027
Unemployed,25-34,Bachelor'S, Fintech,Urban,High,16.0,58000.0,4/30/2027
Unemployed,35-44,Diploma,Technology,Suburban,Low,16.0,76886.0,5/1/2027
Unemployed,55+,Bachelor'S,Finance,Mumbai,Moderate,21.0,123600.0,5/2/2027
Unemployed,35-44,Diploma,Retail,Not Provided,High,21.0,141100.0,5/3/2027
Unemployed,45-54,Diploma,Retail,Urban,Moderate,16.0,76886.0,5/4/2027
Employed,25-34,Masters,Retail,Delhi,High,16.0,80700.0,5/5/2027
Unemployed,45-54,Bachelors,Healthcare,Rural,Low,16.0,47100.0,5/6/2027
Employed,25-34,Diploma,Healthcare,Delhi,High,6.0,76886.0,5/7/2027
Employed,18-24,Bachelors,Finance,Bangalore,High,16.0,76886.0,5/8/2027
Employed,35-44,Bachelor'S,Health,Not Provided,Low,16.0,50500.0,5/9/2027
Employed,18-24,High School,Finance,Rural,High,16.0,76886.0,5/10/2027
Unemployed,35-44,Not Provided,Health,Mumbai,High,16.0,76886.0,5/11/2027
Unemployed,25-34,High School,Education,Urban,High,13.0,43000.0,5/12/2027
Employed,18-24,Not Provided,Retail,Urban,High,12.0,41900.0,5/13/2027
Employed,18-24,High School,Retail,Not Provided,Low,19.0,5800.0,5/14/2027
Employed,18-24,Diploma,Finance,Delhi,Low,16.0,149300.0,5/15/2027
Employed,18-24,Bachelor'S,Health,Delhi,Low,16.0,6500.0,5/16/2027
Employed,25-34,Masters,Tech ,Bangalore,Low,4.0,122500.0,5/17/2027
Employed,25-34,Masters,Retail,Mumbai,Moderate,16.0,140800.0,5/18/2027
Employed,18-24,Bachelors,Education,Hyderabad,Low,16.0,76886.0,5/19/2027
Employed,45-54,Master,Finance,Delhi,High,16.0,27100.0,5/20/2027
Employed,25-34,High School,Technology,Mumbai,High,16.0,110800.0,5/21/2027
Unemployed,25-34,High School,Tech ,Rural,Low,16.0,18800.0,5/22/2027
Unemployed,25-34,Bachelor'S,Retail,Delhi,Low,20.0,76886.0,5/23/2027
Unemployed,25-34,High School,Retail,Suburban,Low,19.0,76886.0,5/24/2027
Unemployed,25-34,Phd,Retail,Delhi,Low,29.0,34700.0,5/25/2027
Unemployed,18-24,High School,Retail,Hyderabad,Medium,16.0,64100.0,5/26/2027
Unemployed,18-24,Masters,Healthcare,Bangalore,Moderate,2.0,76886.0,5/27/2027
Employed,45-54,Not Provided,Technology,Rural,High,16.0,16400.0,5/28/2027
Employed,18-24,Masters,Retail,Hyderabad,Low,14.0,14100.0,5/29/2027
Employed,25-34,Bachelor'S,Technology,Hyderabad,High,3.0,82900.0,5/30/2027
Employed,35-44,Phd,Retail,Delhi,Low,16.0,49700.0,5/31/2027
Employed,25-34,Phd,Health,Urban,Medium,0.0,76886.0,6/1/2027
Employed,25-34,Bachelors,Tech ,Bangalore,Medium,16.0,118600.0,6/2/2027
Employed,18-24,Bachelors,Retail,Urban,Medium,16.0,76886.0,6/3/2027
Unemployed,25-34,Masters,Retail,Not Provided,High,16.0,76886.0,6/4/2027
Employed,18-24,High School,Finance,Bangalore,High,16.0,88600.0,6/5/2027
Employed,45-54,Ph.D,Health,Suburban,High,16.0,110000.0,6/6/2027
Employed,45-54,Bachelors,Health,Rural,High,2.0,20200.0,6/7/2027
Employed,45-54,Diploma,Retail,Hyderabad,Moderate,27.0,54800.0,6/8/2027
Unemployed,25-34,Phd,Retail,Bangalore,Low,22.0,76886.0,6/9/2027
Unemployed,25-34,Diploma,Education,Hyderabad,Medium,16.0,76886.0,6/10/2027
Unemployed,25-34,Ph.D,Retail,Urban,High,16.0,53100.0,6/11/2027
Employed,18-24,Masters,Retail,Urban,Low,16.0,39600.0,6/12/2027
Unemployed,25-34,Bachelor'S,Health,Urban,High,16.0,76886.0,6/13/2027
Employed,25-34,Phd,Finance,Bangalore,Medium,22.0,60300.0,6/14/2027
Unemployed,18-24,Bachelors,Tech ,Delhi,High,15.0,76886.0,6/15/2027
Employed,55+,Master, Fintech,Urban,High,16.0,76886.0,6/16/2027
Unemployed,18-24,Diploma,Healthcare,Suburban,Moderate,16.0,50600.0,6/17/2027
Unemployed,45-54,High School, Fintech,Delhi,High,10.0,76886.0,6/18/2027
Employed,18-24,Masters,Retail,Hyderabad,Medium,16.0,115300.0,6/19/2027
Employed,18-24,High School,Finance,Hyderabad,High,16.0,70900.0,6/20/2027
Employed,25-34,High School,Retail,Rural,Low,16.0,26200.0,6/21/2027
Unemployed,25-34,Not Provided, Fintech,Urban,High,16.0,145300.0,6/22/2027
Unemployed,45-54,Bachelors,Tech ,Not Provided,Medium,18.0,76886.0,6/23/2027
Unemployed,55+,Diploma,Retail,Urban,Medium,3.0,76886.0,6/24/2027
Employed,45-54,Bachelor'S,Technology,Mumbai,High,14.0,16400.0,6/25/2027
Employed,18-24,Phd,Technology,Bangalore,High,2.0,88000.0,6/26/2027
Employed,25-34,Ph.D,Education,Rural,Low,16.0,76886.0,6/27/2027
Employed,25-34,High School,Education,Not Provided,High,0.0,98500.0,6/28/2027
Employed,18-24,Masters,Tech ,Mumbai,High,16.0,76886.0,6/29/2027
Employed,35-44,High School,Health,Urban,High,16.0,59000.0,6/30/2027
Unemployed,35-44,Master,Healthcare,Hyderabad,Low,16.0,119600.0,7/1/2027
Unemployed,35-44,Phd,Retail,Rural,Medium,3.0,142800.0,7/2/2027
Unemployed,25-34,Phd, Fintech,Rural,High,27.0,28500.0,7/3/2027
Employed,18-24,High School,Healthcare,Mumbai,Medium,6.0,37900.0,7/4/2027
Unemployed,35-44,High School,Retail,Hyderabad,Low,4.0,32100.0,7/5/2027
Employed,45-54,Diploma,Finance,Delhi,Medium,9.0,89800.0,7/6/2027
Unemployed,18-24,Master,Health,Rural,Low,16.0,103100.0,7/7/2027
Unemployed,18-24,Bachelors,Health,Bangalore,High,16.0,119700.0,7/8/2027
Employed,18-24,Phd,Healthcare,Urban,High,16.0,76886.0,7/9/2027
Unemployed,35-44,Master,Technology,Suburban,High,26.0,72100.0,7/10/2027
Employed,45-54,Ph.D, Fintech,Not Provided,High,16.0,76886.0,7/11/2027
Employed,55+,Ph.D,Tech ,Not Provided,Medium,12.0,59400.0,7/12/2027
Employed,55+,Bachelors,Finance,Rural,High,16.0,100400.0,7/13/2027
Employed,18-24,Ph.D,Retail,Not Provided,Low,16.0,91200.0,7/14/2027
Unemployed,25-34,Masters,Education,Mumbai,Low,22.0,89300.0,7/15/2027
Employed,18-24,Bachelor'S,Healthcare,Rural,Medium,16.0,45200.0,7/16/2027
